ID,realSum,room_type,person_capacity,bedrooms,dist,metro_dist,City,Host_ID
3901,536.92,Entire home/apt,5,2,0.2,0.2,Barcelona,4
3902,619.08,Entire home/apt,6,2,0.4,0.2,Barcelona,2
3903,619.08,Entire home/apt,6,2,0.4,0.1,Barcelona,5
3904,619.08,Entire home/apt,6,2,0.6,0.3,Barcelona,4
3905,453.6,Entire home/apt,6,2,0.2,0.2,Barcelona,1
3906,719.85,Entire home/apt,6,2,0.1,0.1,Barcelona,3
3907,433.82,Entire home/apt,4,1,0.6,0.1,Barcelona,2
3908,672.38,Entire home/apt,6,2,0.4,0.3,Barcelona,1
3909,481.3,Entire home/apt,4,1,0.9,0.3,Barcelona,2
3910,287.2,Entire home/apt,2,1,1.1,0.3,Barcelona,5
3911,161.98,Private room,2,1,1.7,0.3,Barcelona,3
3912,237.16,Private room,2,1,0.8,0.2,Barcelona,3
3913,277.65,Private room,2,1,0.8,0.6,Barcelona,5
3914,237.16,Private room,2,1,1.3,0.2,Barcelona,3
3915,254.61,Private room,2,1,1.6,0.7,Barcelona,4
3916,200.15,Private room,2,1,1.0,0.5,Barcelona,2
3917,188.52,Private room,2,1,1.0,0.6,Barcelona,1
3918,186.19,Private room,2,1,1.0,0.6,Barcelona,5
3919,125.91,Private room,2,1,1.2,0.4,Barcelona,4
3920,491.77,Entire home/apt,6,2,2.0,0.3,Barcelona,1
3921,161.98,Private room,2,1,1.5,0.3,Barcelona,1
3922,300.93,Private room,2,1,0.6,0.3,Barcelona,5
3923,266.25,Private room,2,1,2.6,0.6,Barcelona,4
3924,636.3,Entire home/apt,6,3,1.6,0.7,Barcelona,1
3925,148.02,Private room,2,1,2.0,0.2,Barcelona,1
3926,168.97,Private room,2,1,1.5,0.1,Barcelona,4
3927,127.31,Private room,2,1,0.8,0.1,Barcelona,3
3928,341.42,Entire home/apt,6,2,0.8,0.5,Barcelona,1
3929,118.0,Private room,2,1,1.7,0.5,Barcelona,2
3930,174.79,Private room,2,1,0.8,0.0,Barcelona,4
3931,495.26,Entire home/apt,2,0,0.9,0.2,Barcelona,1
3932,518.3,Entire home/apt,4,0,0.8,0.2,Barcelona,5
3933,196.9,Private room,3,1,2.1,0.2,Barcelona,2
3934,125.21,Private room,2,1,1.7,0.2,Barcelona,1
3935,362.14,Entire home/apt,5,3,1.9,0.2,Barcelona,2
3936,335.61,Entire home/apt,4,1,2.5,0.6,Barcelona,2
3937,491.77,Entire home/apt,6,3,2.0,0.3,Barcelona,3
3938,201.32,Private room,2,1,3.6,0.3,Barcelona,2
3939,983.55,Entire home/apt,5,3,0.9,0.4,Barcelona,3
3940,221.1,Private room,2,1,2.7,0.7,Barcelona,4
3941,161.98,Private room,2,1,2.4,0.2,Barcelona,3
3942,542.74,Entire home/apt,4,1,0.6,0.3,Barcelona,5
3943,1619.85,Private room,2,1,1.0,0.4,Barcelona,1
3944,672.38,Entire home/apt,6,2,0.4,0.3,Barcelona,4
3945,672.38,Entire home/apt,6,2,0.5,0.2,Barcelona,4
3946,335.37,Entire home/apt,3,0,1.7,0.4,Barcelona,5
3947,804.11,Entire home/apt,5,2,2.6,0.6,Barcelona,3
3948,475.71,Entire home/apt,6,2,2.9,0.7,Barcelona,1
3949,179.44,Private room,2,1,0.2,0.1,Barcelona,3
3950,176.88,Private room,2,1,0.3,0.3,Barcelona,2
3951,300.93,Private room,2,1,1.1,0.1,Barcelona,3
3952,404.96,Entire home/apt,4,3,1.1,0.6,Barcelona,4
3953,138.94,Private room,3,1,2.3,0.2,Barcelona,1
3954,200.15,Private room,2,1,0.9,0.3,Barcelona,3
3955,161.98,Private room,2,1,0.4,0.3,Barcelona,1
3956,208.3,Private room,2,1,1.8,0.9,Barcelona,1
3957,137.78,Private room,2,1,2.5,0.3,Barcelona,2
3958,190.84,Private room,2,1,0.8,0.3,Barcelona,2
3959,181.53,Private room,2,1,0.8,0.4,Barcelona,4
3960,128.47,Private room,2,1,1.8,0.2,Barcelona,5
3961,144.53,Private room,2,1,1.2,0.8,Barcelona,1
3962,107.52,Private room,2,1,1.7,0.6,Barcelona,5
3963,391.0,Entire home/apt,2,1,1.4,0.5,Barcelona,4
3964,174.79,Private room,2,1,0.3,0.3,Barcelona,1
3965,150.58,Private room,3,1,2.4,0.6,Barcelona,1
3966,277.65,Private room,2,1,1.8,1.0,Barcelona,5
3967,279.98,Entire home/apt,3,2,1.6,0.3,Barcelona,3
3968,252.29,Private room,2,1,1.1,0.2,Barcelona,2
3969,185.26,Private room,2,1,0.7,0.3,Barcelona,3
3970,171.29,Private room,3,1,0.7,0.2,Barcelona,5
3971,136.38,Private room,2,1,3.2,1.3,Barcelona,2
3972,166.64,Private room,2,1,0.5,0.3,Barcelona,3
3973,168.73,Private room,2,1,0.6,0.2,Barcelona,2
3974,225.75,Private room,2,1,0.7,0.4,Barcelona,1
3975,318.15,Private room,3,1,0.6,0.4,Barcelona,3
3976,225.75,Private room,2,1,0.8,0.4,Barcelona,2
3977,271.84,Private room,4,1,0.9,0.4,Barcelona,2
3978,129.63,Private room,2,1,1.0,0.5,Barcelona,2
3979,279.98,Private room,2,1,1.7,0.4,Barcelona,3
3980,168.73,Private room,2,1,2.2,0.2,Barcelona,4
3981,485.95,Entire home/apt,3,1,1.3,0.7,Barcelona,3
3982,179.44,Private room,2,1,1.1,0.3,Barcelona,5
3983,190.84,Private room,2,1,1.2,0.5,Barcelona,3
3984,139.87,Private room,2,1,2.1,0.6,Barcelona,2
3985,180.6,Private room,4,1,1.1,0.0,Barcelona,1
3986,219.94,Private room,2,1,1.4,0.5,Barcelona,3
3987,150.58,Private room,2,1,1.8,0.2,Barcelona,3
3988,167.8,Private room,2,1,0.4,0.3,Barcelona,2
3989,167.8,Private room,2,1,0.5,0.4,Barcelona,1
3990,379.36,Entire home/apt,4,2,2.6,0.1,Barcelona,1
3991,233.9,Private room,2,1,1.8,0.2,Barcelona,5
3992,393.33,Entire home/apt,6,2,2.3,0.4,Barcelona,3
3993,127.31,Private room,2,1,1.7,0.5,Barcelona,1
3994,138.94,Private room,2,1,2.1,0.4,Barcelona,1
3995,131.96,Private room,2,1,2.0,0.5,Barcelona,4
3996,164.31,Private room,2,1,0.8,0.4,Barcelona,4
3997,300.93,Private room,2,1,0.3,0.3,Barcelona,1
3998,138.94,Private room,2,1,2.2,0.3,Barcelona,5
3999,233.9,Private room,2,1,1.8,0.2,Barcelona,1
4000,445.46,Entire home/apt,2,1,0.8,0.1,Barcelona,2
4001,208.53,Private room,2,1,1.4,0.7,Barcelona,3
4002,202.48,Private room,2,1,2.5,0.2,Barcelona,5
4003,159.66,Private room,2,1,1.1,0.4,Barcelona,2
4004,167.8,Private room,2,1,0.4,0.3,Barcelona,5
4005,552.05,Entire home/apt,6,3,2.3,0.6,Barcelona,2
4006,176.88,Private room,2,1,2.6,0.5,Barcelona,3
4007,428.0,Entire home/apt,3,3,2.2,0.3,Barcelona,3
4008,809.92,Entire home/apt,6,3,0.8,0.1,Barcelona,4
4009,185.03,Private room,2,1,1.0,0.3,Barcelona,2
4010,370.28,Entire home/apt,5,1,0.4,0.1,Barcelona,4
4011,254.61,Private room,2,1,0.2,0.2,Barcelona,2
4012,353.06,Private room,4,1,0.5,0.3,Barcelona,4
4013,379.36,Entire home/apt,4,2,2.6,0.2,Barcelona,3
4014,379.36,Entire home/apt,4,2,2.6,0.2,Barcelona,5
4015,346.08,Entire home/apt,3,2,1.7,0.7,Barcelona,4
4016,208.53,Private room,2,1,1.7,0.9,Barcelona,2
4017,296.27,Entire home/apt,2,1,1.0,0.1,Barcelona,2
4018,172.23,Private room,2,1,0.9,0.6,Barcelona,3
4019,462.68,Entire home/apt,5,2,1.8,0.3,Barcelona,2
4020,385.41,Private room,3,2,0.8,0.3,Barcelona,1
4021,310.01,Private room,2,1,0.4,0.3,Barcelona,5
4022,136.38,Private room,2,1,1.8,0.5,Barcelona,4
4023,485.95,Entire home/apt,2,1,1.3,0.7,Barcelona,5
4024,196.9,Private room,2,1,0.4,0.4,Barcelona,3
4025,322.81,Private room,2,1,0.4,0.2,Barcelona,4
4026,138.94,Private room,2,1,1.8,0.2,Barcelona,4
4027,322.81,Private room,2,1,0.4,0.2,Barcelona,1
4028,474.32,Entire home/apt,4,2,2.3,0.4,Barcelona,3
4029,187.35,Private room,2,1,1.1,0.2,Barcelona,2
4030,172.23,Private room,2,1,1.1,0.8,Barcelona,1
4031,137.55,Private room,2,1,1.2,0.3,Barcelona,1
4032,624.9,Entire home/apt,6,2,1.9,0.5,Barcelona,5
4033,324.2,Entire home/apt,6,2,1.6,0.6,Barcelona,5
4034,616.75,Entire home/apt,4,1,1.7,0.3,Barcelona,5
4035,208.53,Private room,2,1,1.1,0.2,Barcelona,1
4036,167.8,Private room,2,0,1.2,0.4,Barcelona,2
4037,113.58,Private room,2,1,1.1,0.2,Barcelona,4
4038,584.4,Entire home/apt,4,2,0.5,0.2,Barcelona,5
4039,131.96,Private room,2,1,1.8,0.3,Barcelona,2
4040,196.9,Private room,2,1,1.5,0.5,Barcelona,3
4041,310.01,Entire home/apt,4,1,1.9,0.4,Barcelona,5
4042,151.51,Private room,2,1,1.0,0.4,Barcelona,4
4043,150.58,Private room,2,1,1.5,0.6,Barcelona,3
4044,229.25,Private room,3,1,0.6,0.3,Barcelona,3
4045,167.8,Private room,2,1,0.6,0.3,Barcelona,4
4046,255.54,Private room,2,1,0.4,0.3,Barcelona,5
4047,229.25,Private room,2,1,1.3,0.5,Barcelona,1
4048,260.2,Private room,2,1,0.8,0.4,Barcelona,4
4049,150.58,Private room,2,1,2.4,0.2,Barcelona,4
4050,185.26,Private room,2,1,1.3,0.3,Barcelona,4
4051,341.42,Private room,4,1,0.6,0.4,Barcelona,3
4052,161.98,Private room,2,1,1.0,0.3,Barcelona,2
4053,248.8,Private room,3,1,1.2,0.3,Barcelona,1
4054,196.9,Private room,3,1,0.8,0.2,Barcelona,5
4055,212.95,Private room,3,1,0.8,0.4,Barcelona,5
4056,468.73,Entire home/apt,4,2,2.0,0.3,Barcelona,2
4057,219.7,Private room,3,1,1.5,0.3,Barcelona,4
4058,219.7,Private room,2,1,1.5,0.3,Barcelona,1
4059,217.61,Private room,2,1,1.1,0.3,Barcelona,5
4060,324.2,Entire home/apt,4,2,2.5,0.1,Barcelona,5
4061,237.39,Private room,2,1,2.0,0.3,Barcelona,4
4062,321.41,Private room,2,1,1.2,0.6,Barcelona,2
4063,393.09,Private room,3,1,1.2,0.6,Barcelona,1
4064,196.9,Private room,2,1,1.8,0.6,Barcelona,2
4065,239.49,Private room,2,1,1.6,0.0,Barcelona,2
4066,242.98,Private room,3,1,1.0,0.3,Barcelona,1
4067,445.46,Entire home/apt,6,2,2.0,0.3,Barcelona,1
4068,413.11,Entire home/apt,6,3,2.0,0.3,Barcelona,5
4069,173.62,Private room,2,1,2.0,0.3,Barcelona,5
4070,173.62,Private room,2,1,1.1,0.3,Barcelona,1
4071,479.2,Entire home/apt,6,2,2.4,0.4,Barcelona,3
4072,422.42,Entire home/apt,5,2,2.0,0.3,Barcelona,5
4073,150.58,Private room,2,1,0.5,0.4,Barcelona,3
4074,223.19,Private room,2,1,1.2,0.4,Barcelona,1
4075,187.35,Private room,2,1,1.2,0.2,Barcelona,5
4076,397.51,Private room,4,1,0.7,0.3,Barcelona,2
4077,219.7,Private room,2,1,0.1,0.1,Barcelona,1
4078,310.01,Private room,2,1,0.3,0.2,Barcelona,4
4079,163.15,Private room,2,1,1.8,0.4,Barcelona,3
4080,176.18,Private room,2,1,3.0,0.3,Barcelona,1
4081,277.65,Private room,2,1,1.3,0.5,Barcelona,1
4082,173.62,Private room,2,1,1.0,0.3,Barcelona,5
4083,225.75,Private room,2,1,0.6,0.3,Barcelona,5
4084,231.57,Private room,2,1,0.8,0.5,Barcelona,5
4085,267.65,Private room,2,1,0.6,0.3,Barcelona,4
4086,347.48,Private room,3,1,0.8,0.2,Barcelona,5
4087,125.21,Private room,2,1,2.6,0.6,Barcelona,1
4088,288.13,Private room,2,1,0.7,0.2,Barcelona,5
4089,173.62,Private room,2,1,2.3,0.4,Barcelona,2
4090,161.98,Private room,2,1,1.1,0.4,Barcelona,5
4091,257.64,Private room,2,1,0.4,0.3,Barcelona,4
4092,177.81,Private room,3,1,0.7,0.2,Barcelona,2
4093,233.67,Private room,2,1,1.7,0.6,Barcelona,1
4094,173.62,Private room,2,1,1.8,0.3,Barcelona,1
4095,97.05,Shared room,4,1,0.8,0.2,Barcelona,3
4096,161.98,Private room,3,1,2.1,0.6,Barcelona,2
4097,129.63,Private room,2,1,1.7,0.3,Barcelona,3
4098,196.9,Private room,2,1,1.1,0.3,Barcelona,2
4099,254.61,Private room,3,1,1.6,0.5,Barcelona,2
4100,208.3,Private room,2,1,1.8,0.3,Barcelona,4
4101,129.63,Private room,2,1,0.3,0.3,Barcelona,3
4102,306.51,Private room,2,0,0.4,0.3,Barcelona,4
4103,172.23,Private room,2,1,0.6,0.5,Barcelona,2
4104,219.94,Private room,3,1,0.8,0.1,Barcelona,1
4105,202.48,Private room,2,1,1.5,0.3,Barcelona,2
4106,183.86,Private room,2,1,0.7,0.3,Barcelona,4
4107,189.91,Private room,2,1,0.8,0.2,Barcelona,3
4108,129.63,Private room,2,1,1.6,0.2,Barcelona,3
4109,167.8,Private room,2,1,0.4,0.3,Barcelona,4
4110,208.3,Private room,2,2,1.4,0.6,Barcelona,3
4111,444.06,Entire home/apt,5,2,0.6,0.3,Barcelona,5
4112,173.62,Private room,3,1,1.4,0.6,Barcelona,1
4113,176.88,Private room,2,1,2.5,0.5,Barcelona,1
4114,196.9,Private room,2,1,0.7,0.4,Barcelona,1
4115,175.95,Private room,2,1,1.3,0.4,Barcelona,3
4116,225.75,Private room,3,1,0.7,0.4,Barcelona,3
4117,229.25,Private room,2,1,0.4,0.3,Barcelona,2
4118,173.62,Private room,2,1,0.7,0.4,Barcelona,2
4119,341.42,Entire home/apt,2,1,0.9,0.3,Barcelona,1
4120,211.79,Private room,2,1,1.4,0.4,Barcelona,5
4121,175.95,Private room,2,1,1.4,0.5,Barcelona,2
4122,306.51,Private room,2,1,0.5,0.3,Barcelona,2
4123,209.23,Private room,3,1,0.7,0.2,Barcelona,3
4124,87.97,Private room,2,1,1.8,0.2,Barcelona,5
4125,277.65,Private room,2,1,1.1,0.1,Barcelona,1
4126,589.99,Entire home/apt,4,2,1.6,0.5,Barcelona,2
4127,173.62,Private room,2,1,1.8,0.5,Barcelona,5
4128,445.46,Entire home/apt,2,1,0.9,0.2,Barcelona,5
4129,211.79,Private room,2,1,2.5,0.3,Barcelona,1
4130,173.62,Private room,2,1,1.4,0.4,Barcelona,5
4131,219.7,Private room,4,1,1.6,0.1,Barcelona,5
4132,173.62,Private room,2,1,1.5,0.1,Barcelona,5
4133,196.9,Private room,2,1,1.0,0.3,Barcelona,2
4134,231.34,Entire home/apt,2,1,1.1,0.3,Barcelona,1
4135,185.26,Private room,2,1,0.7,0.1,Barcelona,5
4136,341.42,Entire home/apt,2,0,1.1,0.3,Barcelona,5
4137,142.2,Private room,2,1,2.2,0.5,Barcelona,2
4138,234.83,Private room,4,1,1.2,0.2,Barcelona,1
4139,99.61,Private room,2,1,2.2,0.1,Barcelona,3
4140,295.11,Private room,3,2,0.9,0.3,Barcelona,2
4141,180.37,Private room,2,1,1.2,0.2,Barcelona,1
4142,215.28,Private room,2,1,1.3,0.8,Barcelona,5
4143,142.43,Private room,2,1,2.6,0.6,Barcelona,1
4144,231.34,Private room,2,1,2.2,0.3,Barcelona,1
4145,182.93,Private room,2,1,2.2,0.3,Barcelona,1
4146,738.24,Entire home/apt,4,2,1.4,0.6,Barcelona,3
4147,265.55,Private room,2,1,1.6,0.3,Barcelona,1
4148,225.52,Private room,2,1,1.8,0.5,Barcelona,3
4149,138.94,Private room,2,1,1.3,0.3,Barcelona,5
4150,289.52,Private room,2,1,0.6,0.1,Barcelona,3
4151,367.49,Private room,3,1,0.6,0.1,Barcelona,5
4152,254.61,Private room,2,1,0.2,0.2,Barcelona,5
4153,208.3,Private room,2,1,2.5,0.1,Barcelona,3
4154,267.65,Private room,2,1,0.6,0.1,Barcelona,2
4155,165.24,Private room,2,1,2.5,0.6,Barcelona,4
4156,178.28,Private room,2,1,1.7,0.4,Barcelona,1
4157,229.25,Private room,2,1,0.5,0.3,Barcelona,4
4158,173.62,Private room,2,2,1.2,0.4,Barcelona,1
4159,254.61,Private room,2,1,2.0,0.1,Barcelona,1
4160,167.8,Private room,2,1,0.9,0.3,Barcelona,5
4161,769.66,Entire home/apt,4,2,1.6,0.4,Barcelona,1
4162,159.66,Private room,2,1,1.6,0.4,Barcelona,1
4163,329.79,Private room,4,1,0.2,0.2,Barcelona,3
4164,109.85,Private room,2,1,1.7,0.4,Barcelona,4
4165,115.67,Private room,2,1,3.0,0.3,Barcelona,3
4166,139.87,Private room,2,1,1.1,0.1,Barcelona,1
4167,104.03,Private room,2,1,0.9,0.5,Barcelona,5
4168,196.9,Private room,2,1,2.6,0.4,Barcelona,3
4169,127.31,Private room,2,1,0.9,0.6,Barcelona,3
4170,237.16,Private room,4,1,0.3,0.3,Barcelona,2
4171,225.75,Private room,2,1,0.4,0.3,Barcelona,1
4172,237.16,Private room,2,1,0.5,0.2,Barcelona,5
4173,439.87,Entire home/apt,4,2,1.2,0.3,Barcelona,3
4174,289.06,Private room,2,1,1.4,0.6,Barcelona,3
4175,277.65,Private room,2,1,1.6,0.7,Barcelona,5
4176,156.17,Private room,3,1,1.7,0.3,Barcelona,1
4177,137.55,Private room,2,1,1.0,0.3,Barcelona,2
4178,208.3,Private room,2,1,0.9,0.3,Barcelona,3
4179,97.05,Shared room,4,1,0.7,0.1,Barcelona,2
4180,300.93,Entire home/apt,2,1,0.7,0.2,Barcelona,4
4181,118.0,Private room,2,1,0.9,0.4,Barcelona,1
4182,327.46,Private room,3,1,1.0,0.6,Barcelona,4
4183,488.28,Entire home/apt,4,2,0.9,0.3,Barcelona,4
4184,329.56,Private room,2,1,1.6,0.4,Barcelona,4
4185,349.57,Private room,2,1,1.7,0.3,Barcelona,1
4186,138.94,Private room,2,1,2.3,0.6,Barcelona,1
4187,180.37,Private room,2,1,1.5,0.5,Barcelona,5
4188,208.53,Private room,2,1,0.9,0.4,Barcelona,2
4189,185.26,Private room,2,1,0.8,0.4,Barcelona,2
4190,193.17,Private room,2,1,0.9,0.6,Barcelona,5
4191,197.59,Private room,2,1,0.8,0.5,Barcelona,5
4192,242.98,Private room,2,1,0.7,0.3,Barcelona,4
4193,224.59,Private room,2,1,1.2,0.4,Barcelona,5
4194,167.8,Private room,2,1,0.5,0.3,Barcelona,3
4195,287.2,Entire home/apt,2,1,1.0,0.3,Barcelona,2
4196,138.94,Private room,2,1,2.4,0.6,Barcelona,5
4197,364.47,Private room,4,1,0.5,0.2,Barcelona,3
4198,106.59,Private room,2,1,0.9,0.6,Barcelona,3
4199,179.44,Private room,4,2,1.3,0.7,Barcelona,3
4200,145.93,Private room,2,1,1.8,0.6,Barcelona,3
4201,381.92,Private room,2,1,0.4,0.0,Barcelona,4
4202,370.52,Private room,4,1,1.1,0.2,Barcelona,3
4203,321.41,Private room,2,1,1.3,0.6,Barcelona,4
4204,381.92,Private room,2,0,0.4,0.3,Barcelona,4
4205,156.17,Private room,2,1,0.9,0.6,Barcelona,3
4206,297.67,Private room,2,1,1.5,0.1,Barcelona,2
4207,377.5,Private room,2,1,0.7,0.2,Barcelona,3
4208,335.61,Private room,3,1,1.2,0.2,Barcelona,3
4209,242.98,Private room,2,1,1.2,0.5,Barcelona,3
4210,242.98,Private room,4,1,1.8,0.4,Barcelona,2
4211,196.9,Private room,2,1,1.8,0.4,Barcelona,1
4212,317.22,Private room,2,1,1.5,0.3,Barcelona,1
4213,324.2,Private room,3,1,1.0,0.4,Barcelona,4
4214,208.53,Private room,2,1,1.0,0.6,Barcelona,4
4215,300.93,Private room,2,1,0.5,0.2,Barcelona,2
4216,422.42,Entire home/apt,6,2,1.9,0.3,Barcelona,5
4217,483.39,Private room,2,1,0.5,0.1,Barcelona,1
4218,320.71,Private room,4,1,0.9,0.3,Barcelona,4
4219,190.84,Private room,3,2,1.7,0.2,Barcelona,1
4220,219.7,Private room,2,1,1.0,0.2,Barcelona,2
4221,182.7,Private room,2,1,2.2,0.2,Barcelona,2
4222,225.52,Private room,2,1,0.4,0.3,Barcelona,5
4223,295.11,Private room,3,2,1.3,0.7,Barcelona,5
4224,434.98,Private room,2,1,0.6,0.3,Barcelona,2
4225,213.89,Private room,2,1,0.9,0.2,Barcelona,4
4226,214.12,Private room,2,1,1.7,0.2,Barcelona,1
4227,115.67,Private room,2,1,1.1,0.6,Barcelona,3
4228,254.61,Private room,2,1,2.6,0.6,Barcelona,5
4229,115.67,Private room,2,1,0.8,0.1,Barcelona,3
4230,223.19,Private room,2,1,1.3,0.5,Barcelona,4
4231,223.19,Private room,2,1,1.2,0.4,Barcelona,5
4232,223.19,Private room,2,1,1.1,0.3,Barcelona,3
4233,223.19,Private room,2,1,0.3,0.3,Barcelona,4
4234,167.8,Private room,2,1,0.2,0.2,Barcelona,1
4235,552.98,Private room,2,1,0.5,0.2,Barcelona,4
4236,534.6,Private room,2,1,0.5,0.2,Barcelona,5
4237,617.92,Private room,2,1,0.6,0.3,Barcelona,2
4238,439.87,Private room,2,1,0.5,0.2,Barcelona,1
4239,257.64,Private room,2,1,1.7,0.8,Barcelona,3
4240,131.96,Private room,2,1,2.7,0.4,Barcelona,5
4241,254.61,Private room,2,1,0.6,0.3,Barcelona,2
4242,335.37,Private room,3,1,0.3,0.3,Barcelona,4
4243,436.38,Entire home/apt,2,1,2.3,0.2,Barcelona,2
4244,127.31,Private room,2,1,1.5,0.6,Barcelona,5
4245,237.16,Private room,2,1,0.4,0.3,Barcelona,5
4246,222.03,Private room,2,1,0.6,0.2,Barcelona,2
4247,138.94,Private room,2,1,0.3,0.2,Barcelona,4
4248,242.98,Private room,2,1,1.4,0.4,Barcelona,2
4249,313.73,Private room,2,1,1.7,0.9,Barcelona,5
4250,196.9,Private room,2,1,1.1,0.2,Barcelona,5
4251,219.7,Private room,3,1,1.4,0.4,Barcelona,3
4252,143.37,Private room,2,1,1.6,0.2,Barcelona,3
4253,587.89,Entire home/apt,4,2,0.5,0.2,Barcelona,1
4254,408.45,Entire home/apt,4,0,0.6,0.2,Barcelona,5
4255,205.97,Private room,2,1,0.9,0.3,Barcelona,3
4256,518.54,Entire home/apt,4,3,1.4,0.5,Barcelona,2
4257,302.09,Private room,2,1,1.0,0.3,Barcelona,4
4258,381.92,Private room,4,1,1.1,0.3,Barcelona,2
4259,136.38,Private room,2,1,2.0,0.6,Barcelona,4
4260,205.97,Private room,2,1,0.6,0.2,Barcelona,3
4261,205.97,Private room,2,1,0.9,0.4,Barcelona,1
4262,185.26,Private room,2,1,0.5,0.1,Barcelona,2
4263,185.26,Private room,2,1,0.4,0.1,Barcelona,2
4264,157.56,Private room,2,1,0.7,0.3,Barcelona,2
4265,208.3,Private room,2,1,1.2,0.8,Barcelona,4
4266,370.28,Entire home/apt,6,2,1.7,0.3,Barcelona,3
4267,893.48,Entire home/apt,4,2,1.8,0.3,Barcelona,2
4268,171.29,Private room,2,1,1.7,0.3,Barcelona,2
4269,231.34,Private room,2,1,0.7,0.3,Barcelona,1
4270,532.04,Entire home/apt,6,2,0.8,0.3,Barcelona,1
4271,219.94,Private room,2,1,1.2,0.3,Barcelona,3
4272,219.7,Private room,2,1,0.6,0.4,Barcelona,3
4273,156.17,Private room,2,1,1.4,0.7,Barcelona,5
4274,315.82,Private room,2,1,0.9,0.1,Barcelona,1
4275,223.19,Private room,2,1,1.7,0.9,Barcelona,5
4276,185.26,Private room,2,1,1.0,0.3,Barcelona,4
4277,277.65,Private room,4,1,1.0,0.4,Barcelona,5
4278,547.16,Entire home/apt,6,2,2.5,0.5,Barcelona,2
4279,229.25,Private room,2,1,1.2,0.4,Barcelona,5
4280,229.25,Private room,2,1,1.2,0.4,Barcelona,3
4281,229.25,Private room,2,1,1.2,0.4,Barcelona,4
4282,229.25,Private room,2,1,1.4,0.6,Barcelona,2
4283,248.56,Private room,3,1,1.0,0.5,Barcelona,5
4284,173.62,Private room,2,1,1.0,0.3,Barcelona,4
4285,322.81,Entire home/apt,3,1,1.7,0.4,Barcelona,4
4286,223.19,Private room,2,1,1.8,1.0,Barcelona,2
4287,223.19,Private room,2,1,1.8,0.9,Barcelona,5
4288,219.7,Private room,4,2,2.1,0.1,Barcelona,4
4289,185.26,Private room,2,1,2.0,0.5,Barcelona,4
4290,161.98,Private room,2,1,1.2,0.4,Barcelona,1
4291,214.12,Private room,2,1,1.2,0.2,Barcelona,4
4292,190.84,Private room,2,1,1.1,0.3,Barcelona,1
4293,252.29,Private room,2,1,0.9,0.5,Barcelona,5
4294,293.71,Private room,3,1,1.6,0.4,Barcelona,5
4295,252.29,Private room,2,1,0.9,0.5,Barcelona,5
4296,219.7,Private room,2,1,1.6,0.4,Barcelona,3
4297,219.7,Private room,3,1,1.7,0.4,Barcelona,5
4298,416.6,Entire home/apt,4,1,1.1,0.4,Barcelona,4
4299,185.26,Private room,2,1,0.8,0.3,Barcelona,2
4300,159.66,Private room,2,1,0.8,0.3,Barcelona,1
4301,208.53,Private room,2,1,0.7,0.3,Barcelona,3
4302,341.19,Private room,3,2,0.2,0.2,Barcelona,5
4303,341.42,Entire home/apt,2,0,0.4,0.3,Barcelona,5
4304,148.02,Private room,2,1,1.9,0.5,Barcelona,2
4305,277.65,Private room,2,1,1.4,0.4,Barcelona,2
4306,185.26,Entire home/apt,2,0,2.6,0.5,Barcelona,3
4307,340.26,Entire home/apt,2,0,1.0,0.2,Barcelona,1
4308,340.26,Entire home/apt,2,0,1.0,0.2,Barcelona,5
4309,340.26,Entire home/apt,2,0,1.0,0.2,Barcelona,3
4310,416.37,Entire home/apt,4,2,2.0,0.2,Barcelona,4
4311,499.69,Entire home/apt,4,2,1.7,0.5,Barcelona,4
4312,300.93,Private room,3,1,0.9,0.6,Barcelona,3
4313,167.8,Private room,2,1,1.1,0.4,Barcelona,5
4314,167.8,Private room,2,1,1.2,0.3,Barcelona,3
4315,156.17,Private room,2,1,1.3,0.4,Barcelona,5
4316,182.93,Private room,2,1,0.7,0.4,Barcelona,2
4317,501.08,Private room,4,2,0.6,0.3,Barcelona,3
4318,231.57,Private room,4,1,0.9,0.4,Barcelona,5
4319,248.8,Private room,2,1,0.5,0.2,Barcelona,3
4320,173.62,Private room,2,1,1.7,0.2,Barcelona,3
4321,138.94,Private room,2,1,2.1,0.1,Barcelona,5
4322,179.44,Private room,2,1,1.3,0.3,Barcelona,5
4323,208.53,Private room,2,1,1.1,0.2,Barcelona,1
4324,223.19,Private room,2,1,0.9,0.3,Barcelona,3
4325,810.16,Private room,4,2,1.2,0.4,Barcelona,4
4326,567.18,Entire home/apt,4,1,0.8,0.3,Barcelona,3
4327,111.02,Private room,2,1,1.7,0.2,Barcelona,3
4328,181.77,Private room,2,1,1.3,0.5,Barcelona,5
4329,180.37,Private room,2,1,0.7,0.4,Barcelona,3
4330,138.94,Private room,2,1,2.0,0.4,Barcelona,3
4331,104.03,Private room,2,1,2.6,0.5,Barcelona,4
4332,231.57,Private room,2,1,1.1,0.2,Barcelona,5
4333,137.55,Private room,2,1,1.0,0.3,Barcelona,3
4334,238.32,Private room,2,1,1.2,0.1,Barcelona,2
4335,297.44,Private room,3,1,1.7,0.5,Barcelona,1
4336,173.62,Private room,2,1,1.4,0.3,Barcelona,4
4337,173.62,Private room,2,1,1.3,0.3,Barcelona,3
4338,229.25,Private room,2,1,1.1,0.3,Barcelona,2
4339,156.17,Private room,2,1,1.8,0.4,Barcelona,3
